PN,ATA,ALT_KATEGORI,AILE,MODEL,KRITIKLIK,ATOLYE,TEMIN_KANALI,LEAD_TIME_GUN,TALEP_2025,CEYREK_ORAN_2025_SBA,FILO_BUYUME_KATSAYISI,TALEP_2033_YILLIK,SERVIS_SEVIYESI_HEDEF,EMNIYET_STOGU,MIN_2025,MAX_2025,MIN_2033,MAX_2033,SCRAP_ORANI,SCRAP_2033_YILLIK,AOG_RISK_SKORU,ALARM_2033
PN-104251,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,21.0,15,3.75,2.59,38.2,0.9,2.0,3.0,7.0,5.0,15.0,0.0,0.0,36.6,False
PN-101109,22,AUTO FLIGHT,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,30.0,6,1.4,2.59,14.5,0.9,2.0,2.0,4.0,4.0,8.0,0.333,4.8,36.6,False
PN-103387,72,ENGINE,AIRBUS,A320-200,KRİTİK,YOK,Satınalma,23.0,8,2.0,0.64,5.1,0.95,1.0,3.0,5.0,2.0,4.0,0.125,0.6,36.6,False
PN-101643,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A321-200,KRİTİK,YOK,Satınalma,23.0,10,2.09,0.69,5.8,0.95,1.0,3.0,6.0,2.0,4.0,0.1,0.6,36.6,False
PN-101311,30,ICE & RAIN PROTECTION,AIRBUS,A320-200,KRİTİK,YOK,Satınalma,23.0,8,2.0,0.64,5.1,0.95,1.0,3.0,5.0,2.0,4.0,0.375,1.9,36.6,False
PN-102214,23,COMMUNICATIONS,AIRBUS,A330-300,KRİTİK,YOK,Satınalma,21.0,3,0.64,1.11,2.7,0.95,1.0,2.0,3.0,2.0,3.0,1.0,2.7,36.6,False
PN-103602,25,EQUIPMENT / FURNISHINGS,BOEING,737 MAX 8,KRİTİK DEĞİL,VAR,Yurtiçi tamir,5.0,26,6.5,3.81,95.9,0.9,2.0,2.0,9.0,4.0,28.0,0.077,7.4,36.6,False
PN-101342,24,ELECTRICAL POWER,BOEING,737-800,AOG KRİTİK,VAR,Yurtiçi tamir,8.0,6,1.5,0.56,3.2,0.98,1.0,2.0,4.0,2.0,3.0,0.167,0.5,36.6,False
PN-100360,74,IGNITION,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,24.0,1,0.28,2.96,3.2,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,36.6,False
PN-101317,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Satınalma,29.0,7,1.69,2.59,16.8,0.9,2.0,2.0,4.0,4.0,9.0,0.143,2.4,36.6,False
PN-101274,72,ENGINE,BOEING,737-900ER,AOG KRİTİK,VAR,Yurtiçi tamir,8.0,1,0.85,1.0,3.3,0.98,1.0,2.0,3.0,2.0,3.0,0.0,0.0,36.6,False
PN-102705,28,FUEL,AIRBUS,A319-100,KRİTİK,YOK,Satınalma,23.0,9,2.25,0.56,4.9,0.95,1.0,3.0,6.0,2.0,4.0,0.111,0.5,36.6,False
PN-101824,73,ENGINE FUEL AND CONTROL,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,35.0,0,0.0,2.59,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,False
PN-102305,23,COMMUNICATIONS,BOEING,737-800,KRİTİK,YOK,Satınalma,24.0,4,0.8,0.56,1.7,0.95,1.0,2.0,3.0,2.0,3.0,0.0,0.0,36.5,False
PN-102325,74,IGNITION,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Satınalma,15.0,9,2.25,2.96,26.4,0.9,2.0,2.0,5.0,4.0,11.0,0.0,0.0,36.5,False
PN-100682,79,OIL,AIRBUS,A330-200,KRİTİK,YOK,Satınalma,13.0,4,1.05,1.33,5.6,0.95,1.0,2.0,4.0,2.0,4.0,0.0,0.0,36.5,False
PN-104373,74,IGNITION,AIRBUS,A321-200,KRİTİK,YOK,Satınalma,15.0,38,9.5,0.69,25.9,0.95,2.0,5.0,15.0,4.0,11.0,0.026,0.7,36.5,False
PN-100343,35,OXYGEN,AIRBUS,A320neo,KRİTİK,VAR,Yurtiçi tamir,9.0,11,2.75,2.59,28.1,0.95,2.0,2.0,5.0,3.0,11.0,0.091,2.6,36.5,False
PN-101237,24,ELECTRICAL POWER,BOEING,737-800,AOG KRİTİK,VAR,Yurtiçi tamir,6.0,15,3.75,0.56,8.2,0.98,1.0,3.0,7.0,2.0,5.0,0.0,0.0,36.5,False
PN-104496,29,HYDRAULIC POWER,BOEING,737-800,AOG KRİTİK,VAR,Yurtiçi tamir,7.0,10,2.5,0.56,5.5,0.98,1.0,2.0,5.0,2.0,4.0,0.0,0.0,36.5,False
PN-101197,80,STARTING,AIRBUS,A319-100,KRİTİK,YOK,Yurtdışı tamir,21.0,18,4.5,0.56,9.6,0.95,2.0,4.0,9.0,3.0,6.0,0.111,1.1,36.5,False
PN-104134,80,STARTING,BOEING,737-900ER,KRİTİK,YOK,Satınalma,21.0,10,2.5,1.0,10.1,0.95,2.0,3.0,6.0,3.0,6.0,0.2,2.0,36.5,False
PN-101340,35,OXYGEN,BOEING,737-800,KRİTİK,YOK,Satınalma,23.0,7,1.75,0.56,3.8,0.95,1.0,3.0,5.0,2.0,3.0,0.0,0.0,36.5,False
PN-103631,36,PNEUMATIC,BOEING,737-800,KRİTİK,YOK,Yurtdışı tamir,22.0,13,3.25,0.56,7.1,0.95,2.0,3.0,7.0,3.0,5.0,0.154,1.1,36.5,False
PN-101463,22,AUTO FLIGHT,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Satınalma,19.0,17,4.25,2.59,43.6,0.9,2.0,3.0,8.0,5.0,16.0,0.0,0.0,36.5,False
PN-104055,30,ICE & RAIN PROTECTION,AIRBUS,A321-200,KRİTİK,YOK,Satınalma,22.0,3,2.55,0.69,7.0,0.95,2.0,3.0,6.0,3.0,5.0,0.0,0.0,36.5,False
PN-102394,34,NAVIGATION,BOEING,737-800,AOG KRİTİK,VAR,Yurtiçi tamir,8.0,3,0.57,0.56,1.2,0.98,1.0,2.0,3.0,2.0,3.0,0.0,0.0,36.4,False
PN-101454,36,PNEUMATIC,AIRBUS,A320-200,KRİTİK,YOK,Satınalma,22.0,9,2.25,0.64,5.6,0.95,1.0,3.0,6.0,2.0,4.0,0.0,0.0,36.4,False
PN-104829,34,NAVIGATION,AIRBUS,A321neo,KRİTİK,VAR,Yurtiçi tamir,5.0,3,0.85,2.96,10.1,0.95,1.0,2.0,3.0,2.0,5.0,0.0,0.0,36.4,False
PN-101639,28,FUEL,BOEING,737-900ER,KRİTİK,YOK,Satınalma,19.0,14,3.5,1.0,13.5,0.95,2.0,3.0,7.0,3.0,7.0,0.143,1.9,36.4,False
PN-103373,35,OXYGEN,AIRBUS,A320-200,KRİTİK,YOK,Satınalma,24.0,1,0.28,0.64,0.7,0.95,1.0,2.0,3.0,2.0,3.0,0.0,0.0,36.4,False
PN-101026,23,COMMUNICATIONS,AIRBUS,A320-200,KRİTİK,YOK,Satınalma,22.0,10,2.5,0.64,6.3,0.95,2.0,3.0,6.0,3.0,5.0,0.0,0.0,36.4,False
PN-100132,23,COMMUNICATIONS,BOEING,777-300ER,KRİTİK DEĞİL,YOK,Yurtdışı tamir,41.0,32,8.0,1.67,52.0,0.9,4.0,7.0,15.0,10.0,23.0,0.062,3.2,36.4,False
PN-102987,73,ENGINE FUEL AND CONTROL,AIRBUS,A320-200,KRİTİK,YOK,Satınalma,23.0,6,1.27,0.64,3.3,0.95,1.0,2.0,4.0,2.0,3.0,0.0,0.0,36.4,False
PN-101544,26,FIRE PROTECTION,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Satınalma,18.0,6,1.5,2.96,17.3,0.9,2.0,2.0,4.0,3.0,8.0,0.167,2.9,36.4,False
PN-102057,72,ENGINE,BOEING,737-800,AOG KRİTİK,VAR,Yurtiçi tamir,7.0,7,1.75,0.56,3.7,0.98,1.0,2.0,4.0,2.0,3.0,0.143,0.5,36.4,False
PN-101211,73,ENGINE FUEL AND CONTROL,BOEING,737-800,KRİTİK,YOK,Satınalma,22.0,10,2.5,0.56,5.5,0.95,1.0,3.0,6.0,2.0,4.0,0.2,1.1,36.4,False
PN-101881,27,FLIGHT CONTROLS,AIRBUS,A321-200,AOG KRİTİK,VAR,Yurtiçi tamir,7.0,6,1.5,0.69,4.1,0.98,1.0,2.0,4.0,2.0,4.0,0.0,0.0,36.4,False
PN-104497,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321-200,KRİTİK,YOK,Satınalma,19.0,20,5.0,0.69,13.6,0.95,2.0,4.0,9.0,3.0,7.0,0.0,0.0,36.4,False
PN-104661,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Satınalma,13.0,10,2.5,2.96,28.9,0.9,2.0,2.0,5.0,4.0,12.0,0.2,5.8,36.3,False
PN-100688,32,LANDING GEAR,AIRBUS,A320-200,AOG KRİTİK,VAR,Yurtiçi tamir,5.0,13,3.25,0.64,8.2,0.98,1.0,2.0,6.0,2.0,5.0,0.231,1.9,36.3,False
PN-104596,77,ENGINE INDICATING,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Satınalma,19.0,5,1.12,2.96,12.8,0.9,2.0,2.0,4.0,3.0,7.0,0.4,5.1,36.3,False
PN-100524,29,HYDRAULIC POWER,AIRBUS,A321-200,AOG KRİTİK,VAR,Yurtiçi tamir,6.0,8,2.0,0.69,5.5,0.98,1.0,2.0,4.0,2.0,4.0,0.25,1.4,36.3,False
PN-101195,52,DOORS,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Satınalma,22.0,2,0.42,2.96,4.8,0.9,1.0,2.0,3.0,2.0,4.0,0.0,0.0,36.3,False
PN-103612,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,27.0,7,1.88,2.59,18.9,0.9,2.0,2.0,4.0,4.0,9.0,0.0,0.0,36.3,False
PN-100644,73,ENGINE FUEL AND CONTROL,BOEING,737 MAX 8,KRİTİK DEĞİL,VAR,Yurtiçi tamir,12.0,20,5.0,3.81,73.4,0.9,2.0,3.0,8.0,5.0,24.0,0.15,11.0,36.3,False
PN-104413,71,POWER PLANT,BOEING,737-800,KRİTİK,YOK,Satınalma,23.0,6,0.93,0.56,2.0,0.95,1.0,2.0,3.0,2.0,3.0,0.167,0.3,36.3,False
PN-101755,29,HYDRAULIC POWER,AIRBUS,A320-200,KRİTİK,YOK,Satınalma,18.0,25,6.25,0.64,15.6,0.95,2.0,4.0,11.0,3.0,7.0,0.0,0.0,36.3,False
PN-102090,77,ENGINE INDICATING,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Satınalma,29.0,5,1.39,2.59,14.0,0.9,2.0,2.0,4.0,4.0,8.0,0.0,0.0,36.3,False
PN-100129,52,DOORS,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,33.0,1,0.28,2.59,2.8,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,36.3,False
PN-101027,28,FUEL,AIRBUS,A320-200,KRİTİK,YOK,Yurtdışı tamir,23.0,3,0.72,0.64,1.8,0.95,1.0,2.0,3.0,2.0,3.0,0.333,0.6,36.3,False
PN-103302,49,AIRBORNE AUXILIARY POWER (APU),BOEING,737-900ER,AOG KRİTİK,VAR,Yurtiçi tamir,6.0,6,1.5,1.0,5.8,0.98,1.0,2.0,4.0,2.0,4.0,0.0,0.0,36.3,False
PN-103798,21,AIR CONDITIONING,AIRBUS,A320neo,KRİTİK,VAR,Yurtiçi tamir,12.0,7,1.75,2.59,17.6,0.95,2.0,2.0,4.0,3.0,8.0,0.0,0.0,36.3,False
PN-100447,79,OIL,BOEING,737-900ER,AOG KRİTİK,VAR,Yurtiçi tamir,7.0,4,0.85,1.0,3.3,0.98,1.0,2.0,3.0,2.0,3.0,0.0,0.0,36.3,False
PN-101563,77,ENGINE INDICATING,AIRBUS,A330-300,KRİTİK,YOK,Satınalma,19.0,3,0.85,1.11,3.7,0.95,1.0,2.0,3.0,2.0,3.0,0.0,0.0,36.2,False
PN-104773,80,STARTING,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,29.0,4,1.27,2.59,12.6,0.9,2.0,2.0,4.0,4.0,8.0,0.0,0.0,36.2,False
PN-101205,77,ENGINE INDICATING,AIRBUS,A320-200,KRİTİK,YOK,Satınalma,22.0,6,1.47,0.64,3.6,0.95,1.0,2.0,4.0,2.0,3.0,0.167,0.6,36.2,False
PN-101937,36,PNEUMATIC,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,18.0,17,4.25,2.59,42.8,0.9,2.0,3.0,8.0,5.0,16.0,0.294,12.6,36.2,False
PN-101541,27,FLIGHT CONTROLS,BOEING,737-800,AOG KRİTİK,VAR,Yurtiçi tamir,7.0,1,0.85,0.56,1.8,0.98,1.0,2.0,3.0,2.0,3.0,0.0,0.0,36.2,False
PN-102575,29,HYDRAULIC POWER,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,20.0,15,3.75,2.59,37.5,0.9,2.0,3.0,7.0,5.0,15.0,0.067,2.5,36.2,False
PN-102177,34,NAVIGATION,AIRBUS,A320-200,AOG KRİTİK,VAR,Yurtiçi tamir,7.0,3,0.85,0.64,2.2,0.98,1.0,2.0,3.0,2.0,3.0,0.0,0.0,36.2,False
PN-101927,24,ELECTRICAL POWER,AIRBUS,A320-200,AOG KRİTİK,VAR,Yurtiçi tamir,7.0,4,0.79,0.64,1.9,0.98,1.0,2.0,3.0,2.0,3.0,0.25,0.5,36.2,False
PN-103128,35,OXYGEN,AIRBUS,A319-100,KRİTİK,YOK,Yurtdışı tamir,23.0,2,0.57,0.56,1.3,0.95,1.0,2.0,3.0,2.0,3.0,0.0,0.0,36.2,False
PN-104255,29,HYDRAULIC POWER,AIRBUS,A320-200,KRİTİK,YOK,Satınalma,20.0,15,3.75,0.64,9.4,0.95,2.0,3.0,7.0,3.0,6.0,0.2,1.9,36.2,False
PN-102560,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A320-200,KRİTİK,YOK,Satınalma,23.0,1,0.28,0.64,0.7,0.95,1.0,2.0,3.0,2.0,3.0,0.0,0.0,36.2,False
PN-103794,77,ENGINE INDICATING,AIRBUS,A320-200,KRİTİK,YOK,Satınalma,16.0,32,8.0,0.64,20.3,0.95,2.0,4.0,12.0,3.0,9.0,0.156,3.2,36.2,False
PN-101039,74,IGNITION,AIRBUS,A321-200,KRİTİK,YOK,Yurtdışı tamir,21.0,8,2.3,0.69,6.3,0.95,1.0,3.0,6.0,2.0,4.0,0.0,0.0,36.2,False
PN-103526,24,ELECTRICAL POWER,AIRBUS,A320-200,KRİTİK,YOK,Yurtdışı tamir,20.0,12,3.0,0.64,7.6,0.95,2.0,3.0,6.0,3.0,5.0,0.083,0.6,36.1,False
PN-102947,34,NAVIGATION,AIRBUS,A321-200,KRİTİK,YOK,Satınalma,22.0,5,0.81,0.69,2.3,0.95,1.0,2.0,3.0,2.0,3.0,0.0,0.0,36.1,False
PN-101625,80,STARTING,AIRBUS,A320-200,AOG KRİTİK,VAR,Yurtiçi tamir,7.0,2,0.5,0.64,1.2,0.98,1.0,2.0,3.0,2.0,3.0,0.0,0.0,36.1,False
PN-104266,30,ICE & RAIN PROTECTION,BOEING,737 MAX 8,KRİTİK DEĞİL,VAR,Yurtiçi tamir,7.0,23,5.75,3.81,85.7,0.9,2.0,2.0,8.0,4.0,26.0,0.13,11.2,36.1,False
PN-100941,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320-200,KRİTİK,YOK,Satınalma,19.0,17,4.25,0.64,10.9,0.95,2.0,3.0,8.0,3.0,6.0,0.294,3.2,36.1,False
PN-103825,77,ENGINE INDICATING,AIRBUS,A320-200,KRİTİK,YOK,Yurtdışı tamir,21.0,8,2.0,0.64,5.1,0.95,1.0,3.0,5.0,2.0,4.0,0.125,0.6,36.1,False
PN-104679,22,AUTO FLIGHT,AIRBUS,A321-200,AOG KRİTİK,VAR,Yurtiçi tamir,5.0,9,2.25,0.69,6.2,0.98,1.0,2.0,5.0,2.0,4.0,0.111,0.7,36.1,False
PN-103569,27,FLIGHT CONTROLS,AIRBUS,A320-200,KRİTİK,YOK,Yurtdışı tamir,22.0,5,1.0,0.64,2.5,0.95,1.0,2.0,3.0,2.0,3.0,0.2,0.5,36.1,False
PN-103680,71,POWER PLANT,AIRBUS,A319-100,KRİTİK,YOK,Satınalma,20.0,14,3.5,0.56,7.5,0.95,2.0,3.0,7.0,3.0,5.0,0.071,0.5,36.1,False
PN-103406,30,ICE & RAIN PROTECTION,AIRBUS,A350-900,KRİTİK DEĞİL,VAR,Yurtiçi tamir,5.0,26,6.5,3.75,94.6,0.9,2.0,2.0,9.0,4.0,28.0,0.115,10.9,36.1,False
PN-101150,30,ICE & RAIN PROTECTION,AIRBUS,A321-200,KRİTİK,YOK,Yurtdışı tamir,20.0,12,3.0,0.69,8.1,0.95,2.0,3.0,6.0,3.0,6.0,0.0,0.0,36.1,False
PN-101194,35,OXYGEN,BOEING,737-800,KRİTİK,YOK,Satınalma,22.0,5,1.0,0.56,2.2,0.95,1.0,2.0,3.0,2.0,3.0,0.2,0.4,36.1,False
PN-102373,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A330-300,KRİTİK,YOK,Satınalma,15.0,12,3.0,1.11,13.0,0.95,2.0,3.0,6.0,3.0,7.0,0.333,4.3,36.1,False
PN-100144,80,STARTING,AIRBUS,A321-200,KRİTİK,YOK,Satınalma,21.0,8,2.0,0.69,5.5,0.95,1.0,3.0,5.0,2.0,4.0,0.125,0.7,36.1,False
PN-104510,28,FUEL,AIRBUS,A320-200,KRİTİK,YOK,Satınalma,22.0,3,0.85,0.64,2.1,0.95,1.0,2.0,3.0,2.0,3.0,0.667,1.4,36.1,False
PN-102966,27,FLIGHT CONTROLS,BOEING,737-900ER,AOG KRİTİK,VAR,Yurtiçi tamir,6.0,4,0.97,1.0,3.9,0.98,1.0,2.0,3.0,2.0,3.0,0.0,0.0,36.1,False
PN-103006,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A320-200,AOG KRİTİK,VAR,Yurtiçi tamir,6.0,5,1.44,0.64,3.6,0.98,1.0,2.0,4.0,2.0,3.0,0.4,1.4,36.1,False
PN-101473,26,FIRE PROTECTION,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,31.0,4,0.69,2.59,6.9,0.9,1.0,2.0,3.0,2.0,4.0,0.25,1.7,36.1,False
PN-102627,21,AIR CONDITIONING,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Satınalma,28.0,6,1.5,2.59,15.1,0.9,2.0,2.0,4.0,4.0,8.0,0.0,0.0,36.1,False
PN-101920,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321-200,KRİTİK,YOK,Satınalma,19.0,15,3.75,0.69,10.2,0.95,2.0,3.0,7.0,3.0,6.0,0.267,2.7,36.1,False
PN-102839,80,STARTING,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Satınalma,20.0,14,3.5,2.59,35.2,0.9,2.0,3.0,7.0,4.0,13.0,0.071,2.5,36.0,False
PN-101889,32,LANDING GEAR,AIRBUS,A330-300,KRİTİK,YOK,Satınalma,15.0,11,2.75,1.11,11.8,0.95,2.0,3.0,6.0,3.0,6.0,0.0,0.0,36.0,False
PN-104111,34,NAVIGATION,AIRBUS,A320neo,KRİTİK,VAR,Yurtiçi tamir,15.0,3,0.65,2.59,6.6,0.95,1.0,2.0,3.0,2.0,4.0,0.0,0.0,36.0,False
PN-102945,23,COMMUNICATIONS,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Satınalma,32.0,1,0.28,2.59,2.8,0.9,1.0,2.0,3.0,2.0,3.0,0.0,0.0,36.0,False
PN-104166,34,NAVIGATION,BOEING,737-900ER,KRİTİK,YOK,Satınalma,21.0,5,1.02,1.0,3.9,0.95,1.0,2.0,4.0,2.0,3.0,0.4,1.6,36.0,False
PN-104787,21,AIR CONDITIONING,AIRBUS,A320-200,AOG KRİTİK,VAR,Yurtiçi tamir,6.0,3,1.11,0.64,2.9,0.98,1.0,2.0,4.0,2.0,3.0,0.0,0.0,36.0,False
PN-101818,24,ELECTRICAL POWER,BOEING,737 MAX 8,KRİTİK DEĞİL,VAR,Yurtiçi tamir,8.0,22,5.5,3.81,81.2,0.9,2.0,2.0,8.0,4.0,25.0,0.045,3.7,36.0,False
PN-102826,30,ICE & RAIN PROTECTION,AIRBUS,A350-900,KRİTİK DEĞİL,VAR,Yurtiçi tamir,6.0,25,6.25,3.75,91.5,0.9,2.0,2.0,9.0,4.0,27.0,0.12,11.0,36.0,False
PN-100880,23,COMMUNICATIONS,AIRBUS,A321-200,KRİTİK,YOK,Satınalma,21.0,2,1.7,0.69,4.5,0.95,1.0,3.0,5.0,2.0,4.0,0.0,0.0,36.0,False
PN-104428,73,ENGINE FUEL AND CONTROL,AIRBUS,A321-200,KRİTİK,YOK,Satınalma,15.0,30,7.5,0.69,20.6,0.95,2.0,4.0,12.0,3.0,9.0,0.1,2.1,36.0,False
PN-103379,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321-200,KRİTİK,YOK,Yurtdışı tamir,19.0,14,3.5,0.69,9.6,0.95,2.0,3.0,7.0,3.0,6.0,0.143,1.4,36.0,False
PN-104648,28,FUEL,BOEING,737-800,KRİTİK,YOK,Yurtdışı tamir,21.0,9,1.95,0.56,4.2,0.95,1.0,3.0,5.0,2.0,4.0,0.0,0.0,36.0,False
PN-104240,29,HYDRAULIC POWER,AIRBUS,A330-300,KRİTİK,YOK,Satınalma,17.0,6,1.5,1.11,6.8,0.95,1.0,2.0,4.0,2.0,4.0,0.0,0.0,36.0,False
PN-104951,22,AUTO FLIGHT,AIRBUS,A321-200,AOG KRİTİK,VAR,Yurtiçi tamir,5.0,8,2.0,0.69,5.5,0.98,1.0,2.0,4.0,2.0,4.0,0.0,0.0,36.0,False
PN-102710,22,AUTO FLIGHT,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,21.0,2,0.42,2.96,5.0,0.9,1.0,2.0,3.0,2.0,4.0,0.0,0.0,36.0,False
PN-104731,56,WINDOWS,AIRBUS,A320neo,KRİTİK,VAR,Yurtiçi tamir,9.0,8,2.29,2.59,23.0,0.95,2.0,2.0,5.0,3.0,9.0,0.125,2.9,36.0,False
PN-104577,26,FIRE PROTECTION,BOEING,787-9,KRİTİK DEĞİL,VAR,Yurtiçi tamir,7.0,24,6.0,3.75,88.7,0.9,2.0,2.0,8.0,4.0,27.0,0.167,14.8,36.0,False
PN-103399,71,POWER PLANT,AIRBUS,A320-200,KRİTİK,YOK,Satınalma,19.0,14,3.5,0.64,8.8,0.95,2.0,3.0,7.0,3.0,6.0,0.0,0.0,35.9,False
PN-100997,30,ICE & RAIN PROTECTION,BOEING,737-800,KRİTİK,YOK,Yurtdışı tamir,18.0,21,5.25,0.56,11.4,0.95,2.0,4.0,10.0,3.0,6.0,0.048,0.5,35.9,False
PN-102154,71,POWER PLANT,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Satınalma,21.0,2,0.35,2.96,4.0,0.9,1.0,2.0,3.0,2.0,4.0,0.0,0.0,35.9,False
PN-102893,77,ENGINE INDICATING,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Satınalma,17.0,6,1.25,2.96,14.2,0.9,2.0,2.0,4.0,3.0,7.0,0.0,0.0,35.9,False
PN-101695,56,WINDOWS,AIRBUS,A330-200,KRİTİK DEĞİL,YOK,Satınalma,54.0,28,7.0,1.33,37.0,0.9,4.0,8.0,15.0,10.0,20.0,0.107,4.0,35.9,False
PN-104888,29,HYDRAULIC POWER,AIRBUS,A319-100,AOG KRİTİK,VAR,Yurtiçi tamir,6.0,1,0.42,0.56,0.9,0.98,1.0,2.0,3.0,2.0,3.0,0.0,0.0,35.9,False
PN-103613,22,AUTO FLIGHT,BOEING,777-F,KRİTİK DEĞİL,YOK,Yurtdışı tamir,25.0,11,2.75,2.5,27.4,0.9,2.0,3.0,6.0,4.0,11.0,0.091,2.5,35.9,False
PN-103386,73,ENGINE FUEL AND CONTROL,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Satınalma,25.0,8,2.0,2.59,20.4,0.9,2.0,2.0,4.0,4.0,10.0,0.125,2.6,35.9,False
PN-104033,28,FUEL,AIRBUS,A319-100,KRİTİK,YOK,Satınalma,18.0,20,5.0,0.56,10.9,0.95,2.0,3.0,8.0,3.0,6.0,0.05,0.5,35.9,False
PN-101955,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321-200,KRİTİK,YOK,Satınalma,20.0,9,2.25,0.69,6.2,0.95,1.0,3.0,6.0,2.0,4.0,0.0,0.0,35.9,False
PN-103966,73,ENGINE FUEL AND CONTROL,AIRBUS,A320neo,KRİTİK,VAR,Yurtiçi tamir,6.0,11,2.75,2.59,28.3,0.95,2.0,2.0,5.0,3.0,11.0,0.455,12.8,35.8,False
PN-102676,80,STARTING,AIRBUS,A320neo,KRİTİK,VAR,Yurtiçi tamir,14.0,3,0.72,2.59,7.4,0.95,1.0,2.0,3.0,2.0,4.0,0.0,0.0,35.8,False
PN-103403,80,STARTING,BOEING,737-900ER,KRİTİK,YOK,Satınalma,20.0,7,1.31,1.0,5.1,0.95,1.0,2.0,4.0,2.0,4.0,0.0,0.0,35.8,False
PN-102213,24,ELECTRICAL POWER,BOEING,777-300ER,KRİTİK DEĞİL,YOK,Satınalma,46.0,20,5.0,1.67,32.2,0.9,3.0,6.0,11.0,8.0,17.0,0.05,1.6,35.8,False
PN-100374,77,ENGINE INDICATING,AIRBUS,A320-200,KRİTİK,YOK,Satınalma,20.0,7,2.03,0.64,5.2,0.95,1.0,3.0,6.0,2.0,4.0,0.143,0.7,35.8,False
PN-103776,35,OXYGEN,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,29.0,1,0.85,2.59,8.5,0.9,2.0,2.0,3.0,3.0,6.0,0.0,0.0,35.8,False
PN-102555,23,COMMUNICATIONS,AIRBUS,A320neo,KRİTİK DEĞİL,YOK,Yurtdışı tamir,30.0,3,0.57,2.59,6.1,0.9,1.0,2.0,3.0,2.0,4.0,0.0,0.0,35.8,False
PN-100126,23,COMMUNICATIONS,AIRBUS,A330-300,KRİTİK,YOK,Satınalma,18.0,2,0.42,1.11,1.9,0.95,1.0,2.0,3.0,2.0,3.0,0.0,0.0,35.8,False
PN-100385,24,ELECTRICAL POWER,AIRBUS,A320neo,KRİTİK,VAR,Yurtiçi tamir,6.0,11,2.75,2.59,28.1,0.95,2.0,2.0,5.0,3.0,11.0,0.0,0.0,35.8,False
PN-103222,73,ENGINE FUEL AND CONTROL,AIRBUS,A320-200,KRİTİK,YOK,Satınalma,19.0,10,2.5,0.64,6.2,0.95,1.0,3.0,6.0,2.0,4.0,0.1,0.6,35.7,False
PN-102803,22,AUTO FLIGHT,AIRBUS,A321-200,KRİTİK DEĞİL,YOK,Yurtdışı tamir,53.0,93,23.25,0.69,63.1,0.9,4.0,19.0,43.0,14.0,30.0,0.065,4.1,35.7,False
PN-103500,22,AUTO FLIGHT,AIRBUS,A321neo,KRİTİK DEĞİL,YOK,Satınalma,15.0,6,1.5,2.96,17.7,0.9,2.0,2.0,4.0,3.0,8.0,0.0,0.0,35.7,False
